doi;pmid;pmcid;publication_year;publication_month;publication_day;cdw_name;cdw_country;article_type;exclusion_criteria;study_disciplines;cdw_exploitation_mode;cdw_effective_used
10.1136/amiajnl-2011-000115;21946237;PMC3392865;2012;6;NA;Duke Integrated Subject Cohort and Enrollment Research Network (DISCERN);NA;methods:cdw-tools;NA;"NA";"NA";NA
10.4258/hir.2012.18.2.145;22844650;PMC3402557;2012;6;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1136/amiajnl-2011-000335;21926112;PMC3392872;2012;6;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1016/j.cmpb.2010.10.003;21051098;NA;2012;6;NA;NA;NA;methods:cdw-tools;NA;oncology, urology;"NA";NA
10.1111/j.1533-2500.2011.00494.x;21951753;NA;2012;6;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;geriatrics, neurology, endocrinology, pain management;retrospective;2694
10.1111/j.1533-2500.2011.00495.x;21951787;NA;2012;6;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;geriatrics, pain management;retrospective;878
10.1186/1472-6947-12-47;22646313;PMC3407791;2012;5;30;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
10.1186/1475-2840-11-53;22594344;PMC3416676;2012;5;17;Clinical Data Warehouse of Nihon University School of Medicine;Japan;study:epidemiology:analytical;NA;cardiovascular, endocrinology, pharmacology;retrospective;1202
10.1002/pds.3247;22552976;NA;2012;5;NA;Oncology Services Comprehensive Electronic Records Data Warehouse;United States;study:epidemiology:analytical;NA;oncology, gynecology, pneumology, hepato-gastroenterology, urology;retrospective;3415
10.1053/j.ajkd.2011.11.041;22285224;PMC3328668;2012;5;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;nephrology, endocrinology;retrospective;379
10.1007/s10198-011-0302-6;21350859;PMC3286594;2012;4;NA;NA;NA;methods:cdw-deployment;NA;public health;prospective;NA
10.1158/1055-9965.EPI-11-1075;22337532;PMC3319397;2012;4;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1007/s10278-011-9434-6;22080292;PMC3295972;2012;4;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1002/sim.4417;22161304;NA;2012;3;30;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1186/1471-2105-13-S4-S5;22536972;PMC3303735;2012;3;28;ONCO-i2b2;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;22464502;NA;2012;3;7;South African National Health Laboratory Service (NHLS) Corporate Data Warehouse;South Africa;study:epidemiology:descriptive;NA;infectious diseases, public health;retrospective;18e3
10.1038/jp.2011.65;21593813;PMC3289772;2012;3;NA;Pediatrix BabySteps Clinical Data Warehouse;United States;study:epidemiology:analytical;NA;pediatrics, hepato-gastroenterology;retrospective;5594
10.1007/s12630-011-9629-9;22105602;NA;2012;3;NA;no name;Canada;study:epidemiology:analytical;NA;surgery;retrospective;39433
10.1016/j.jpeds.2011.08.033;21962601;PMC4432910;2012;2;NA;Pediatrix BabySteps Clinical Data Warehouse;United States;study:epidemiology:descriptive;NA;pediatrics, neonatology, pneumology;retrospective;8167
10.1186/1471-2105-13-S1-S10;22373303;PMC3471346;2012;1;25;Corvus data warehouse;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1016/j.cmpb.2010.07.002;20728956;NA;2012;1;NA;Erasmus Medical Center Rotterdam;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.2147/PPA.S33968;23055698;PMC3461605;2012;NA;NA;ARNO Observatory data warehouse;Italy;study:medico-economy;NA;endocrinology;retrospective;169375
NULL;22874375;NA;2012;NA;NA;I2b2;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;23304381;PMC3540443;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;23304327;PMC3540469;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;23304288;PMC3540441;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1136/bmjopen-2012-001622;23117567;PMC3533000;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;22925782;NA;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;22890352;NA;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;22874264;NA;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;22874194;NA;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;22797045;NA;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1007/978-1-61779-785-9_7;22565835;NA;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.3414/ME11-01-0048;22311158;NA;2012;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;22874184;NA;2012;NA;NA;Pavia data warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1016/j.jbi.2011.08.003;21872681;NA;2011;12;NA;Data Warehouse for Translational Research (DW4TR);NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1016/j.jbi.2011.09.005;21986292;PMC3251720;2011;12;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1136/amiajnl-2011-000339;21856687;PMC3241170;2011;12;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;22292392;NA;2011;10;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;22292391;NA;2011;10;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1007/s10278-010-9350-1;21042830;PMC3180537;2011;10;NA;Tampere Research Archival System (TARAS) data warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1007/s10916-011-9720-3;21537849;NA;2011;10;NA;University of Utah Enterprise Data Warehouse, I2b2;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1186/1475-2840-10-74;21827713;PMC3163179;2011;8;10;Clinical Data Warehouse of Nihon University School of Medicine;Japan;study:epidemiology:analytical;NA;cardiovascular, pharmacology, nephrology;retrospective;434
10.1111/j.1475-6773.2011.01247.x;21352224;PMC3165188;2011;8;NA;Clalit Health Services Data Warehouse;Israel;study:epidemiology:evaluative;NA;public health;prospective;38e5
NULL;21933571;NA;2011;8;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1111/j.1744-618X.2010.01177.x;21521456;NA;2011;6;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1186/1475-2840-10-45;21605415;PMC3118327;2011;5;23;Clinical Data Warehouse of Nihon University School of Medicine;Japan;study:epidemiology:analytical;NA;pharmacology, cardiovascular;retrospective;160
10.1016/j.jbi.2010.11.008;21130181;PMC3063322;2011;4;NA;Duke Medicine's enterprise data warehouse;NA;methods:cdw-tools;NA;"NA";"NA";NA
10.1111/j.1945-1474.2010.00125.x;21385280;NA;2011;4;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;geriatrics, public health;retrospective;284
10.1038/jp.2010.82;20651693;NA;2011;3;NA;Pediatrix BabySteps Clinical Data Warehouse;United States;study:epidemiology:analytical;NA;neonatology, pediatrics, nephrology;retrospective;66526
NULL;21473425;NA;2011;2;NA;Clinical Data Warehouse of Nihon University School of Medicine;Japan;study:epidemiology:descriptive;NA;otorhinolaryngology, public health;retrospective;27111
10.5210/ojphi.v3i2.3856;23569607;PMC3615784;2011;NA;NA;ARICABA data warehouse;NA;methods:cdw-deployment;NA;infectious diseases;"NA";NA
NULL;21335698;NA;2011;NA;NA;enterprise data warehouse within a Saudi Arabian academic healthcare facility;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.3414/ME09-01-0087;21691676;NA;2011;NA;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;21893816;NA;2011;NA;NA;Roogle;NA;methods:cdw-tools;NA;"NA";"NA";NA
10.1371/journal.pone.0022846;21829659;PMC3149060;2011;NA;NA;Utrecht Patient Oriented Database (UPOD);Netherlands;study:epidemiology:analytical;NA;neurology, infectious diseases, biology;retrospective;537
NULL;22195186;PMC3243161;2011;NA;NA;Clinical Data Warehouse at the University of Texas Health Science Center at Houston;United States;study:epidemiology:analytical;NA;pharmacology;retrospective;94
10.1038/jp.2010.37;20237489;NA;2010;12;NA;Pediatrix BabySteps Clinical Data Warehouse;United States;study:practice-evaluation;NA;pediatrics, neonatology;retrospective;494255
10.1185/03007995.2010.530140;20973616;NA;2010;12;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;psychiatry, geriatrics;retrospective;12077
10.1177/1460458210380527;21216807;PMC3099595;2010;12;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:descriptive;NA;cardiovascular;prospective;1527
NULL;21347024;PMC3041287;2010;11;13;STRIDE;NA;methods:cdw-conception;NA;"NA";"NA";NA
NA;21347102;PMC3041383;2010;11;13;Columbia University Clinical Data Warehouse;United States;study:epidemiology:analytical;NA;endocrinology, public health;retrospective;30
10.1001/archinternmed.2010.405;21059973;NA;2010;11;8;Ottawa Hospital Data Warehouse;Canada;study:epidemiology:analytical;NA;infectious diseases;retrospective;136877
10.1016/j.jbi.2010.04.003;20382264;NA;2010;10;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1136/jamia.2009.001396;20819869;PMC2995666;2010;10;NA;Columbia University Clinical Data Warehouse;United States;study:epidemiology:analytical;NA;nephrology;retrospective;2494
10.2217/fca.10.81;20932117;NA;2010;9;NA;NA;NA;methods:cdw-conception;NA;cardiovascular;retrospective;NA
10.1186/1475-2840-9-38;20712859;PMC2933671;2010;8;16;Clinical Data Warehouse of Nihon University School of Medicine;Japan;study:epidemiology:analytical;NA;cardiovascular;retrospective;1462
10.1186/1479-5876-8-68;20642836;PMC2914663;2010;7;19;I2b2;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1002/art.27469;20506251;PMC2956122;2010;7;NA;Utah Health Science Center Enterprise Data Warehouse (UUHSC);United States;study:epidemiology:analytical;NA;immunologie;retrospective;1037
NULL;20812490;NA;2010;4;NA;Clalit Health Services;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1007/s10278-008-9167-3;19011943;PMC3043777;2010;4;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.5055/jom.2010,0013;20481178;NA;2010;4;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:descriptive;NA;pharmacology, addiction, geriatrics, pain management;retrospective;18
NULL;21347133;PMC3041534;2010;3;1;data warehouse at Columbia University Medical Center;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;21347152;PMC3041530;2010;3;1;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1016/j.artmed.2009.07.012;20122820;NA;2010;3;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1016/j.clp.2010.01.016;20363447;NA;2010;3;NA;Pediatrix BabySteps Data Warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1016/j.jbi.2009.08.004;19683070;NA;2010;2;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;20841676;NA;2010;NA;NA;I2b2 HEGP ( Pompidou University Hospital);NA;methods:cdw-conception;NA;"NA";"NA";NA
10.5210/ojphi.v2i3.3348;23569592;PMC3615769;2010;NA;NA;North Carolina Comprehensive Assessment for Tracking Community Health (NC CATCH);NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;20841858;NA;2010;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.4338/ACI-2010-05-RA-0034;23616851;PMC3633318;2010;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.5210/ojphi.v2i1.2920;23569581;PMC3615758;2010;NA;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
10.3389/fphys.2010.00147;21423387;PMC3059952;2010;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;21141302;NA;2010;NA;NA;VHA Corporate Data Warehouse;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.4338/ACI-2009-12-RA-0026;21552466;PMC3087306;2010;NA;NA;Columbia University Clinical Data Warehouse;United States;study:epidemiology:analytical;NA;endocrinology, oncology, hepato-gastroenterology;retrospective;98
NULL;20351882;PMC2815386;2009;11;14;nformation Warehouse at the Ohio State University Medical Center;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;20351858;PMC2815471;2009;11;14;Stanford Translational Research Integrated Database Environment (STRIDE) clinical data warehouse;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;20351885;PMC2815395;2009;11;14;STRIDE Clinical Data Warehouse;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;20351886;PMC2815452;2009;11;14;STRIDE data warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;20351920;PMC2815466;2009;11;14;Research Patient Data Registry;United States;study:practice-evaluation;NA;pediatrics, endocrinology, pharmacology;retrospective;854
10.1016/j.pcd.2009.06.004;19604741;NA;2009;11;NA;Secure Anonymised Information Linkage (SAIL) databank;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1186/1471-2105-10-S10-S10;19796394;PMC2755818;2009;10;1;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1186/1472-6963-9-157;19732426;PMC2744675;2009;9;4;SAIL databank on a DB2 platform (Data Warehouse Edition on AIX);NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1097/BPO.0b013e3181aa586b;19568018;NA;2009;8;NA;Utah Health Science Center Enterprise Data Warehouse (UUHSC);United States;study:epidemiology:analytical;NA;orthopedics;retrospective;1649
10.1186/gm73;19638188;PMC2717399;2009;7;22;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1097/ACM.0b013e3181a8144d;19550198;PMC2884382;2009;7;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;19562958;NA;2009;5;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1097/PTS.0b013e31819aa951;19920438;NA;2009;3;NA;NA;NA;methods:cdw-tools;NA;pharmacology;"NA";NA
10.1016/j.amepre.2008.10.013;19162434;NA;2009;3;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;hepato-gastroenterology, infectious diseases;retrospective;13257
10.1007/s10029-008-0421-x;18704619;NA;2009;2;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;hepato-gastroenterology;retrospective;637518
10.3414/ME9236;19621114;NA;2009;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.3414/ME9240;19657544;NA;2009;NA;NA;Open European Nephrology Science Center (OpEN.SC);NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1159/000156721;18799871;NA;2009;NA;NA;Utah Health Science Center Enterprise Data Warehouse (UUHSC);United States;study:epidemiology:analytical;NA;cardiovascular, nephrology;retrospective;10654
10.1177/1460458208096556;19008277;NA;2008;12;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;18999063;NA;2008;11;6;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;18999220;NA;2008;11;6;Ohio State University Medical Center (OSUMC) data warehouse;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;18998950;NA;2008;11;6;Ohio State University Medical Center (OSUMC) Information Warehouse (IW);NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;18998894;NA;2008;11;6;Ohio State University Medical Center (OSUMC) Information Warehouse (IW);NA;methods:cdw-tools;NA;public health;"NA";NA
NULL;18999019;NA;2008;11;6;RPDR data warehouse;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;18999040;NA;2008;11;6;The Ohio State University Medical Center (OSUMC) data warehouse;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;18999141;NA;2008;11;6;Massachusetts General Hospital Physicians Organization (MGPO) : Partners Quality Data Warehouse (QDW);United States;study:epidemiology:evaluative;NA;public health, general medicine;retrospective;NA
10.1161/CIRCOUTCOMES.108.801654;20031802;NA;2008;11;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1016/j.outlook.2008.06.011;18922275;NA;2008;10;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.2390/biecoll-jib-2008-93;20134070;NA;2008;8;25;BioDWH data warehouse;NA;methods:cdw-tools;NA;"NA";"NA";NA
10.1186/1476-072X-7-30;18544174;PMC2494543;2008;6;11;Spatial OLAP (On-Line Analytical Processing) Visualization and Analysis Tool (SOVAT);NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1016/j.jacr.2007.09.004;18312970;NA;2008;3;NA;RadBank data warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1016/j.ijporl.2007.10.016;18082900;NA;2008;2;NA;Nemours Data Warehouse;United States;study:epidemiology:analytical;NA;pediatrics, infectious diseases, radiology;retrospective;45
NULL;18487773;NA;2008;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;18694189;NA;2007;10;11;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;18694133;NA;2007;10;11;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;18694098;NA;2007;10;11;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;18694001;NA;2007;10;11;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;18694100;NA;2007;10;11;Ohio State University Medical Center (OSUMC) Information Warehouse (IW);NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;18693848;PMC2813662;2007;10;11;Intermountain Healthcare Enterprise Data Warehouse;United States;study:practice-evaluation;NA;public health;retrospective;2038
10.1111/j.1532-5415.2007.01389.x;17727646;NA;2007;10;NA;Beverly Healthcare Data Warehouse;United States;study:epidemiology:analytical;NA;hematology, nephrology;retrospective;6200
10.1258/000456307781645987;17761033;NA;2007;9;NA;Burton data warehouse;United States;study:epidemiology:analytical;NA;allergology, biology;retrospective;4006
NULL;19455246;PMC2675833;2007;6;8;Pennsylvania Cancer Alliance Bioinformatics Consortium Datawarehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1016/S1553-7250(07)33029-8;17503680;NA;2007;5;NA;Intermountain Healthcare Enterprise Data Warehouse;United States;study:practice-evaluation;NA;emergency;retrospective;39704
10.1200/JCO.2006.07.2777;17442990;NA;2007;4;20;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;oncology, pneumology, urology, hepato-gastroenterology, pharmacology, endocrinology;retrospective;87678
10.1007/s10278-006-0859-2;16953339;PMC3043890;2007;3;NA;Bio-Image Warehouse System (BIWS);NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1111/j.1365-2834.2007.00690.x;17352698;NA;2007;3;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1016/j.otohns.2006.09.003;17275535;NA;2007;2;NA;Nemours Data Warehouse;United States;study:epidemiology:descriptive;NA;pediatrics, infectious diseases;retrospective;89
NULL;18066419;NA;2007;NA;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;17911844;NA;2007;NA;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;17911750;NA;2007;NA;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1160/ME0374;17938772;NA;2007;NA;NA;Osaka University Hospital CDW;Japan;study:epidemiology:analytical;NA;pharmacology, nephrology, infectious diseases;retrospective;NA
10.1186/1471-2105-7-532;17169146;PMC1713253;2006;12;14;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;16985387;NA;2006;12;NA;New York State Department of Health data warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1109/TVCG.2006.98;17073367;NA;2006;12;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;16933576;NA;2006;8;NA;Goodroe Healthcare Solutions Data Warehouse;United States;study:epidemiology:descriptive;NA;cardiovascular;retrospective;2070
10.1186/1471-2377-6-26;16875503;PMC1550425;2006;7;28;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;public health, neurology;retrospective;150
NULL;16869326;NA;2006;7;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1016/j.ejim.2005.11.022;16762779;NA;2006;7;NA;Clalit Health Services Data Warehouse;Israel;study:epidemiology:descriptive;NA;public health;retrospective;62893
10.1097/01.ta.0000218217.42861.b7;16688065;NA;2006;5;NA;no name;United States;study:epidemiology:analytical;NA;public health;prospective;10840
10.1016/j.ijmedinf.2005.07.037;16153886;NA;2006;4;NA;Sherbrooke University hospital (CHUS) data warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1007/s10029-005-0030-x;16151608;NA;2006;3;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;cardiovascular, surgery, hepato-gastroenterology;retrospective;10782
10.1097/01.inf.0000202137.37642.ab;16511389;NA;2006;3;NA;Intermountain Healthcare Enterprise Data Warehouse;United States;study:epidemiology:analytical;NA;pediatrics, pneumology, infectious diseases;retrospective;776
NULL;16548408;NA;2006;2;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;17238767;PMC1839498;2006;NA;NA;MedInfo DDW;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;17102379;NA;2006;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;17238553;PMC1839676;2006;NA;NA;Quality Data Warehouse (QDW);NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;17238636;PMC1839593;2006;NA;NA;Systems and Practice Analysis for Resident Competencies (SPARC);NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;17102235;NA;2006;NA;NA;Intermountain Healthcare Enterprise Data Warehouse;United States;study:epidemiology:analytical;NA;hepato-gastroenterology;retrospective;931
NULL;17238663;PMC1839563;2006;NA;NA;Research Patient Data Repository (RPDR) data warehouse;NA;methods:cdw-follow-up;NA;"NA";"NA";NA
NULL;16249300;NA;2005;11;NA;University of Michigan Health System data warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;16166867;NA;2005;10;NA;Indiana Medicaid data warehouse;United States;study:medico-economy;NA;public health, cardiovascular, endocrinology;retrospective;19548
NULL;18066371;PMC2047311;2005;9;6;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1109/DEXA.2005.118;20802821;PMC2929138;2005;8;26;INDUS (Intelligent Data Understanding System);NA;methods:cdw-deployment;NA;"NA";"NA";NA
/S0042-96862005000800021;16184286;PMC2626320;2005;8;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1093/bioinformatics/bti1026;15961502;NA;2005;6;NA;YeastHub;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1016/j.ijmedinf.2004.06.005;15694636;NA;2005;3;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;16160254;NA;2005;NA;NA;Archimed data warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;16779156;PMC1560793;2005;NA;NA;Medical Quality Improvement Consortium (MQIC) data warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1016/j.jsr.2005.10.002;16297933;NA;2005;NA;NA;no name;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1504/IJBRA.2005.006903;18048122;PMC2574433;2005;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;16779440;PMC1560862;2005;NA;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;16779063;PMC1560632;2005;NA;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;16160387;NA;2005;NA;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;16160342;NA;2005;NA;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;16160228;NA;2005;NA;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;15972003;NA;2005;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;16779011;PMC1560759;2005;NA;NA;no name;United States;study:epidemiology:analytical;NA;public health;retrospective;18432
10.1016/j.jcrc.2004.08.008;15648044;NA;2004;12;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1517/14622416.5.7.933;15469411;NA;2004;10;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
10.1197/jamia.M1498;15187073;PMC516241;2004;10;NA;South Central VA Healthcare Network (SCVAHCN) Data Warehouse;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;15484440;NA;2004;9;NA;DBMap;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;15156279;NA;2004;5;NA;BioDW;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;15035525;NA;2004;3;NA;neuroinformatics database system (NIDS);NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;15853268;NA;2004;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;15810517;NA;2004;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;15537134;NA;2004;NA;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;15360884;NA;2004;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;15137228;NA;2004;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;15137212;NA;2004;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;14971080;NA;2004;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;14668218;NA;2003;12;12;JXP4BIGI;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1309/TXXA-BU8M-W75L-04KF;14671967;NA;2003;12;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1309/W8J8-5AG4-WDG6-JGJ9;14608890;NA;2003;11;NA;no name;United States;study:epidemiology:descriptive;NA;biology;retrospective;438180
10.1197/jamia.M1299;12807807;PMC212782;2003;10;NA;no name;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;14596393;PMC1360949;2003;10;NA;Veterans Health Administration (VHA) Corporate Data Warehouse;United States;study:epidemiology:analytical;NA;public health;retrospective;126076
NULL;14570374;NA;2003;10;NA;no name;United States;study:epidemiology:analytical;NA;surgery, public health;retrospective;10840
NULL;12909154;NA;2003;8;NA;Cellsecu;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;12601404;NA;2003;2;21;no name;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;15906697;NA;2003;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;14728522;PMC1480068;2003;NA;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;14728426;PMC1480241;2003;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;14728416;PMC1480260;2003;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;14664047;NA;2003;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;14663969;NA;2003;NA;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;12874656;NA;2003;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
